Date,Bid Price,Last Price,Ask Price,spread,Adjusted Duration
01/11/2024,105.018,105.049,105.08,273.6242,1.80E-05
01/10/2024,104.959,104.993,105.027,281.7171,6.59E-05
01/08/2024,104.833,104.863,104.894,299.749,6.88E-05
01/05/2024,104.543,104.572,104.6,305.5533,0.000479433
01/04/2024,104.428,104.455,104.482,284.8712,-5.42E-05
01/03/2024,104.472,104.506,104.54,283.1897,0.000290223
01/02/2024,104.737,104.761,104.785,310.4904,-8.92E-05
01/01/2024,104.897,104.939,104.981,315.6933,-0.000326015
12/12/2023,104.024,104.055,104.086,353.762,0.000223163
12/07/2023,103.684,103.71,103.736,378.5636,0.000134128
12/06/2023,103.602,103.634,103.666,406.516,2.62E-05
12/05/2023,103.709,103.745,103.782,463.2567,-1.89E-05
12/04/2023,103.775,103.8,103.826,453.241,5.29E-05
12/01/2023,103.861,103.891,103.92,395.5768,1.52E-05
11/10/2023,102.849,102.879,102.908,449.7002,0.000181748
11/09/2023,102.552,102.583,102.614,387.0121,-4.60E-05
11/08/2023,101.775,101.803,101.83,392.3091,0.001446452
11/07/2023,101.789,101.82,101.851,394.468,-7.73E-05
11/01/2023,101.017,101.051,101.086,407.0195,0.000606304
10/11/2023,101.853,101.884,101.916,401.0574,0.001371323
10/10/2023,101.806,101.839,101.873,458.7921,7.65E-06
10/05/2023,101.419,101.456,101.492,456.1536,-0.001430751
10/04/2023,101.373,101.399,101.426,449.7469,-8.77E-05
10/03/2023,101.346,101.379,101.412,466.5634,1.17E-05
10/02/2023,101.801,101.832,101.863,409.1269,7.75E-05
09/11/2023,102.806,102.827,102.848,408.6401,0.019877664
09/08/2023,102.673,102.705,102.737,396.8654,-0.000100883
09/06/2023,102.602,102.628,102.655,405.6464,8.54E-05
09/05/2023,102.652,102.68,102.708,467.3572,-8.21E-06
09/01/2023,102.843,102.882,102.92,425.2554,4.66E-05
08/11/2023,102.895,102.923,102.951,438.2189,-3.07E-05
08/09/2023,102.745,102.777,102.81,393.0402,-3.14E-05
08/08/2023,102.694,102.722,102.749,395.5356,0.000214565
08/03/2023,102.668,102.702,102.736,423.0435,7.08E-06
08/02/2023,102.726,102.76,102.794,391.0778,1.77E-05
07/12/2023,103.129,103.163,103.196,364.2896,0.000145827
07/11/2023,102.829,102.862,102.895,437.6865,3.99E-05
07/07/2023,102.497,102.528,102.559,417.9819,-0.000165324
07/06/2023,102.366,102.401,102.436,415.2852,-0.000459904
07/04/2023,102.809,102.845,102.88,448.1842,-0.000131225
07/03/2023,102.79,102.826,102.861,416.0607,-5.75E-06
06/12/2023,102.68,102.708,102.736,366.4972,-2.32E-05
06/09/2023,102.69,102.718,102.747,399.853,-2.92E-06
06/07/2023,102.465,102.495,102.526,420.5321,0.000105213
06/06/2023,102.49,102.522,102.555,413.481,3.73E-05
06/02/2023,102.455,102.485,102.515,391.2201,-1.62E-05
06/01/2023,102.103,102.137,102.171,422.445,0.000109118
05/12/2023,101.371,101.406,101.442,362.9466,-0.000121157
05/10/2023,101.473,101.51,101.547,476.1272,-9.05E-06
05/09/2023,101.285,101.323,101.36,396.3785,-2.31E-05
05/05/2023,101.484,101.516,101.548,459.8426,-3.00E-05
05/04/2023,101.057,101.099,101.14,464.7309,0.000843784
05/01/2023,101.957,101.996,102.035,453.3263,0.000771133
04/12/2023,102.006,102.047,102.089,360.7946,5.40E-06
04/10/2023,101.857,101.895,101.933,468.9445,1.38E-05
04/07/2023,101.87,101.959,102.047,401.786,9.35E-06
04/05/2023,101.618,101.663,101.708,475.35,3.96E-05
04/04/2023,101.937,101.975,102.013,448.1186,0.000112355
03/10/2023,101.44,101.482,101.524,473.7888,0.000189247
03/08/2023,102.384,102.413,102.442,393.3753,0.000113049
03/07/2023,102.603,102.635,102.666,401.9575,-0.000252034
03/03/2023,102.913,102.937,102.961,396.8578,0.000575295
03/02/2023,102.469,102.497,102.525,386.3813,-0.000409756
03/01/2023,102.406,102.436,102.466,453.3572,8.89E-06
02/10/2023,102.668,102.699,102.729,456.5323,-0.000806552
02/08/2023,103.015,103.049,103.083,394.7949,5.50E-05
02/06/2023,102.987,103.014,103.041,418.4628,1.44E-05
02/03/2023,103.125,103.153,103.182,422.1549,-0.000364972
02/02/2023,103.392,103.44,103.488,374.6185,5.84E-05
02/01/2023,103.077,103.11,103.143,460.0052,3.75E-05
01/12/2023,102.842,102.873,102.904,356.9003,-2.23E-05
01/11/2023,102.524,102.556,102.589,472.7092,2.67E-05
01/09/2023,102.135,102.176,102.216,387.0065,-4.34E-05
01/06/2023,102.182,102.219,102.257,431.9659,-9.36E-06
01/05/2023,101.668,101.705,101.742,445.8942,0.000362846
01/03/2023,101.512,101.553,101.593,422.1014,-6.29E-05
01/02/2023,101.375,101.44,101.505,383.4323,-2.88E-05
12/12/2022,101.873,101.913,101.953,440.2893,-8.16E-05
12/09/2022,101.608,101.652,101.695,418.6678,-0.000118751
12/08/2022,101.484,101.523,101.562,378.6701,-3.18E-05
12/07/2022,101.359,101.4,101.441,500.584,9.95E-06
12/05/2022,101.625,101.662,101.699,444.1418,4.57E-05
12/01/2022,102.135,102.171,102.208,242.6091,2.47E-05
11/11/2022,101.246,101.281,101.316,462.4763,4.00E-05
11/10/2022,101.238,101.272,101.307,556.537,9.45E-07
11/08/2022,100.503,100.545,100.587,403.5312,-4.73E-05
11/07/2022,100.563,100.6,100.637,499.3344,-5.71E-06
11/04/2022,100.423,100.464,100.504,361.7894,-9.84E-06
11/03/2022,99.969,100.013,100.058,338.0871,-0.000190252
11/02/2022,100.387,100.452,100.516,301.0456,0.000117982
11/01/2022,100.842,100.877,100.913,243.2924,7.29E-05
10/11/2022,98.657,98.697,98.738,462.361,0.000100826
10/10/2022,98.987,99.034,99.082,548.6849,-3.94E-05
10/06/2022,99.458,99.5,99.542,486.9478,7.59E-05
10/05/2022,99.568,99.615,99.661,438.6082,2.39E-05
10/03/2022,98.713,98.754,98.796,327.0083,-7.81E-05
09/12/2022,102.009,102.04,102.07,453.0963,-0.000255401
09/09/2022,101.77,101.808,101.846,426.0957,-8.44E-05
09/08/2022,101.366,101.404,101.442,441.9926,0.000250619
09/06/2022,100.528,100.564,100.6,452.9253,0.000764028
09/05/2022,100.384,100.427,100.47,446.4419,-0.00021041
09/02/2022,100.421,100.464,100.507,273.5163,2.13E-06
08/12/2022,102.946,102.987,103.029,459.8747,-0.000131458
08/11/2022,102.466,102.509,102.551,487.4182,0.000169296
08/09/2022,101.691,101.732,101.773,450.9091,-0.0002092
08/08/2022,102.089,102.127,102.165,425.5306,0.000152402
08/04/2022,101.884,101.923,101.963,352.7427,-2.75E-05
08/03/2022,101.737,101.789,101.841,335.7001,-7.72E-05
08/02/2022,101.404,101.456,101.509,282.7699,-6.20E-05
07/12/2022,100.458,100.495,100.532,464.869,5.25E-05
07/11/2022,100.598,100.636,100.673,477.6425,-0.000109687
07/07/2022,100.705,100.741,100.777,487.9922,-0.000100706
07/06/2022,99.954,99.994,100.034,430.3777,-0.000129663
07/01/2022,99.576,99.632,99.688,250.9232,-2.02E-05
06/10/2022,101.081,101.125,101.169,529.0935,-5.31E-05
06/09/2022,101.73,101.758,101.785,487.3873,0.000149154
06/07/2022,102.231,102.265,102.299,522.9781,-0.000139297
06/06/2022,102.145,102.184,102.224,431.6367,-8.68E-06
06/01/2022,102.473,102.51,102.547,246.8111,1.72E-05
05/12/2022,101.976,102.014,102.053,454.1068,2.35E-05
05/10/2022,102.204,102.238,102.273,517.5194,-3.46E-05
05/09/2022,102.02,102.052,102.084,493.865,-7.71E-05
05/05/2022,102.956,102.991,103.027,413.3479,0.000113234
04/11/2022,104.455,104.48,104.505,482.5298,-0.000206001
04/08/2022,104.713,104.741,104.768,432.0742,4.94E-05
04/07/2022,105.049,105.087,105.124,542.3342,-2.99E-05
04/05/2022,105.354,105.38,105.405,379.9373,1.71E-05
04/01/2022,105.377,105.411,105.445,238.1078,2.07E-06
03/11/2022,104.329,104.352,104.375,510.188,3.73E-05
03/10/2022,104.587,104.618,104.648,552.0622,-6.07E-05
03/08/2022,104.38,104.412,104.443,438.1086,-1.73E-05
03/03/2022,105.172,105.197,105.222,302.6453,5.51E-05
03/02/2022,105.334,105.362,105.391,283.7603,8.29E-05
03/01/2022,105.05,105.072,105.094,237.0941,-5.91E-05
02/11/2022,105.448,105.479,105.511,495.9044,-1.49E-05
02/09/2022,106.159,106.18,106.2,493.8728,0.003249654
02/08/2022,105.965,105.988,106.011,458.0477,-5.06E-05
02/03/2022,105.99,106.019,106.047,294.4596,1.79E-06
02/02/2022,106.407,106.435,106.463,270.0856,0.000160355
01/12/2022,107.336,107.356,107.375,430.862,-5.34E-05
01/11/2022,107.311,107.323,107.336,472.3017,7.42E-06
01/07/2022,107.131,107.146,107.162,542.3174,2.36E-05
01/06/2022,107.222,107.239,107.257,418.4067,7.00E-06
01/03/2022,107.465,107.49,107.516,305.8424,2.07E-05
12/10/2021,107.501,107.517,107.533,250.8722,4.57E-06
12/03/2021,107.227,107.257,107.286,219.5554,-7.74E-05
12/02/2021,107.369,107.391,107.414,220.7527,-0.001042159
11/11/2021,108.104,108.124,108.145,232.2633,-0.000588957
11/10/2021,108.148,108.169,108.189,243.4183,-3.73E-05
11/03/2021,108.193,108.211,108.228,219.7265,1.64E-05
11/02/2021,108.122,108.135,108.148,220.5236,0.000881728
10/12/2021,108.064,108.087,108.11,248.89,1.57E-05
10/11/2021,108.191,108.211,108.231,232.9048,7.17E-05
09/03/2021,107.637,107.728,107.819,232.0533,-0.00526543
09/02/2021,107.649,107.738,107.826,226.3627,1.63E-05
08/12/2021,107.878,107.907,107.936,249.8283,-6.67E-05
08/11/2021,107.781,107.797,107.812,227.6677,-4.60E-05
08/10/2021,107.779,107.796,107.812,244.2961,5.58E-07
08/03/2021,107.865,107.877,107.89,236.0076,9.06E-05
08/02/2021,107.815,107.851,107.888,222.46,-1.78E-05
07/12/2021,108.579,108.595,108.612,247.2427,-0.000276449
06/10/2021,108.714,108.728,108.742,239.8528,0.000165528
05/11/2021,108.539,108.558,108.577,229.082,-0.000145392
05/10/2021,108.592,108.622,108.651,240.3643,-5.22E-05
05/03/2021,108.71,108.727,108.744,224.6984,6.16E-05
04/02/2021,108.633,108.672,108.711,228.3215,0.00013969
03/12/2021,107.513,107.549,107.585,273.0216,0.000233596
03/11/2021,107.595,107.619,107.644,234.911,1.71E-05
03/03/2021,107.483,107.519,107.554,226.1409,-0.00010605
03/02/2021,107.569,107.594,107.618,234.9641,-7.90E-05
02/12/2021,107.534,107.562,107.59,268.0854,8.98E-06
02/11/2021,107.551,107.574,107.596,229.1689,2.87E-06
02/03/2021,107.286,107.32,107.354,220.2114,-0.00026422
02/02/2021,107.186,107.21,107.235,239.7118,5.26E-05
01/12/2021,106.963,106.988,107.014,276.2972,5.67E-05
01/11/2021,107.016,107.043,107.071,233.7142,1.21E-05
